Feature	Cluster
Membrane Transport; Membrane Transport; ABC transporters; Peptide ABC transport system Sap; Peptide ABC transporter, substrate-binding protein SapA	1282
Undibacterium terreum	1282
Chryseobacterium timonianum	1282
Miscellaneous; Prophages, Transposable elements, Plasmids; Transposable elements; Conjugative transposon, Bacteroidales; Conjugative transposon protein TraA	1282
Moorena sp. SIO3G5	1282
Noviherbaspirillum malthae	1282
Gammaproteobacteria bacterium	1282
Yersinia intermedia	1282
Chryseobacterium bernardetii	1282
Rhizobium rhizogenes	1282
Vibrio variabilis	1282
Vibrio harveyi	1282
DNA Processing; DNA Processing; DNA repair; DNA repair, bacterial UvrD and related helicases; DNA helicase IV (EC 3.6.4.12)	1282
Fimbriiglobus ruber	1282
Oxalobacter paraformigenes	1282
Streptococcus varani	1282
Chitinophagaceae bacterium	1282
Sphingobacterium spiritivorum	1282
Chroococcales cyanobacterium metabat2.561	1282
Pseudopedobacter saltans	1282
Miscellaneous; Prophages, Transposable elements, Plasmids; Phages, Prophages; P2-like phage; Phage lysozyme R (EC 3.2.1.17)	1283
Vibrio maritimus	1283
Cellular Processes; Microbial communities; Quorum sensing and biofilm formation; Biofilm Adhesin Biosynthesis; Biofilm PGA synthesis N-glycosyltransferase PgaC (EC 2.4.-.-)	1283
Metabolism; Amino Acids and Derivatives; Lysine, threonine, methionine, and cysteine; Cysteine synthesis; Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	1283
Miscellaneous; Prophages, Transposable elements, Plasmids; Phages, Prophages; Mu-like phage; Phage lysozyme R (EC 3.2.1.17)	1283
Metabolism; Fatty Acids, Lipids, and Isoprenoids; Fatty acids; Phospholipid and Fatty acid biosynthesis related cluster; FIG022199: FAD-binding protein	1283
Metabolism; Sulfur Metabolism; ; Sulfur metabolism related cluster; Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	1283
Membrane Transport; Membrane Transport; Protein and nucleoprotein secretion system, Type IV; Type IV pilus; Type IV pilus biogenesis protein PilQ	1283
Miscellaneous; Prophages, Transposable elements, Plasmids; Phages, Prophages; Lambdoid phage; Phage lysozyme R (EC 3.2.1.17)	1283
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate Alanine Serine Interconversions; Replicative DNA helicase (DnaB) (EC 3.6.4.12)	1284
Chryseobacterium sp. CH21	1284
Aeromonas hydrophila	1284
Vibrio anguillarum	1284
Vibrio ishigakensis	1284
Xanthomonadales bacterium RIFOXYA1_FULL_68_6	1284
Chryseobacterium carnipullorum	1284
Paracoccus yeei	1284
Vibrio alginolyticus	1284
Elizabethkingia anophelis	1284
Chryseobacterium sp. P1-3	1284
Rheinheimera sp.	1284
Chryseobacterium oranimense	1284
Niallia nealsonii	1284
Miscellaneous; Prophages, Transposable elements, Plasmids; Phages, Prophages; Mu-like phage; Phage terminase, large subunit Mup28, E	1284
Membrane Transport; Membrane Transport; ; Lipoprotein transporter to outer membrane Lol; Lipoprotein releasing system transmembrane protein LolE	1284
Sphingobacterium sp.	1284
Regulation And Cell Signaling; Regulation and Cell signaling; ; Transcriptional regulator AfsR; Transcriptional regulator, AfsR family	1284
Desulfurellales bacterium	1284
Lactococcus cremoris	1284
Chryseobacterium sp. MEBOG06	1284
Bacteriovorax stolpii	1285
Stenotrophomonas sp. DDT-1	1285
Energy; Respiration; Electron donating reactions; Formate dehydrogenase; Formate dehydrogenase O alpha subunit (EC 1.2.1.2)	1285
Budvicia aquatica	1285
Metabolism; Amino Acids and Derivatives; Arginine; urea cycle, creatine, polyamines; Cyanophycin Metabolism; Cyanophycinase (EC 3.4.15.6)	1285
Chryseobacterium sp. CH1	1285
Rheinheimera maricola	1285
Metabolism; Fatty Acids, Lipids, and Isoprenoids; Steroids and Hopanoids; Hopanoid biosynthesis; Phytoene synthase (EC 2.5.1.32)	1285
Cytophagaceae bacterium	1285
Energy; Photosynthesis; ; Proteorhodopsin; Phytoene synthase (EC 2.5.1.32)	1285
Flavobacterium kingsejongi	1285
Energy; Photosynthesis; ; Proteorhodopsin; Phytoene dehydrogenase (EC 1.14.99.-)	1285
Patescibacteria group bacterium	1285
Acinetobacter sp. WCHAc060007	1285
Alkaliphilus sp.	1285
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Glyoxylate bypass; Isocitrate dehydrogenase phosphatase (EC 2.7.11.5)/kinase (EC 3.1.3.-)	1285
Metabolism; Carbohydrates; Monosaccharides; L-ascorbate utilization (and related gene clusters); 3-dehydro-L-gulonate 2-dehydrogenase (EC 1.1.1.130)	1285
Stenotrophomonas sp. 278	1285
Flavobacterium sp.	1285
Chromatiales bacterium RIFOXYA1_FULL_46_5	1285
Membranihabitans marinus	1285
Bradyrhizobium sp. Tv2a-2	1285
Sphingobacterium multivorum	1285
Flavipsychrobacter stenotrophus	1285
Acinetobacter johnsonii	1285
Sphingobacteriales bacterium	1285
Stenotrophomonas lactitubi	1285
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds; Bicyclomycin resistance cluster; ATP-dependent RNA helicase YejH	1285
Chryseobacterium contaminans	1285
Clostridium sp. FP1	1285
Chryseobacterium jejuense	1285
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds; Aminoglycoside modifying enzymes: O-phosphotransferases; Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95) => APH(3')-I	1285
Chryseobacterium nakagawai	1285
Chryseobacterium potabilaquae	1285
Niabella hibiscisoli	1285
Burkholderia diffusa	1285
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response; Sugar-phosphate stress regulation; SgrR, sugar-phosphate stress, transcriptional activator of SgrS small RNA	1285
Vibrio metschnikovii	1285
Cellulomonas endophytica	1285
Miscellaneous; Prophages, Transposable elements, Plasmids; Phages, Prophages; Mu-like phage; Phage virion morphogenesis protein Mup30, F	1285
Clostridium amylolyticum	1285
Chitinophaga sedimenti	1285
Chryseobacterium lactis	1285
DNA Processing; DNA Processing; DNA repair; DNA repair, bacterial; DNA recombination-dependent growth factor RdgC	1285
Gallibacterium salpingitidis	1285
Protein Processing; Protein Synthesis; Translation; Translation elongation factors, bacterial; Translation elongation factor P Lys34--(R)-beta-lysine ligase	1285
SAR202 cluster bacterium	1285
Yersinia enterocolitica	1285
Bradyrhizobium sp. Ai1a-2	1285
Acinetobacter haemolyticus	1285
Bacteroides stercoris	1285
Miscellaneous; Miscellaneous; ; Shikimate kinase SK3 cluster; DNA recombination-dependent growth factor RdgC	1285
Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_35_15	1285
Haloimpatiens massiliensis	1285
Pedobacter sp. Hv1	1285
Acinetobacter cumulans	1285
Metabolism; Nucleosides and Nucleotides; Purines; Purine catabolism in Bacillus subtilis; 5-hydroxyisourate hydrolase (EC 3.5.2.17)	1285
Chryseobacterium indoltheticum	1285
Pirellulaceae bacterium	1285
Neisseria dumasiana	1286
Agathobaculum butyriciproducens	1286
Erysipelothrix urinaevulpis	1286
Geodermatophilaceae bacterium	1286
Desulfosporosinus infrequens	1286
Cutibacterium acnes	1286
Propionibacteriaceae bacterium	1286
Brachybacterium sp. SW0106-09	1286
Nonlabens ulvanivorans	1286
Selenomonas sp. oral taxon 126	1286
Bifidobacterium aquikefiri	1286
Cell Envelope; Cell Envelope, Capsule and Slime layer; Gram-Negative (Diderm) cell wall components; Lipopolysaccharide in K12; O-antigen ligase	1286
Ignavibacteriales bacterium	1286
Chitinophaga horti	1286
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response; Glutathione: Biosynthesis and gamma-glutamyl cycle; Glutamate--cysteine ligase (EC 6.3.2.2), divergent, of Alpha- and Beta-proteobacteria type	1286
Campylobacterota bacterium	1286
Parcubacteria bacterium	1286
Neisseria canis	1286
Pseudobdellovibrionaceae bacterium	1286
Winkia neuii	1286
Ignavibacteriota bacterium	1286
Hymenobacter sp.	1286
Succinispira mobilis	1286
Metabolism; Amino Acids and Derivatives; Lysine, threonine, methionine, and cysteine; Fructoselysine and glucoselysine; Fructoselysine 3-epimerase	1286
Cellular Processes; Cell Cycle, Cell Division and Death; Programmed Cell Death and Toxin-antitoxin Systems; MazEF toxin-antitoxing (programmed cell death) system; Programmed cell death toxin MazF	1286
uncultured Quadrisphaera sp.	1286
Microlunatus parietis	1286
Pseudonocardiales bacterium	1286
Metabolism; Carbohydrates; Amino sugars and nucleotide sugars ; Hyaluronate utilization; PTS system, hyaluronate-oligosaccharide-specific IIC component	1286
Pelosinus baikalensis	1286
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds; Beta-lactamases Ambler class A; Class A beta-lactamase (EC 3.5.2.6) => VHH/VHW family, carbapenem-hydrolyzing	1287
Embleya scabrispora	1287
Bacillus pacificus	1287
Grimontia hollisae	1287
Cellular Processes; Prokaryotic cell type differentiation; Sporulation; Spore germinant receptors; Nutrient germinant receptor inner membrane subunit A (GerKA/GerAA/GerBA)	1287
Acinetobacter gyllenbergii	1287
Desulfurobacterium atlanticum	1287
Cedecea davisae	1287
Methylophilus sp.	1287
Cellular Processes; Prokaryotic cell type differentiation; Sporulation; Spore germination; Nutrient germinant receptor inner membrane subunit A (GerKA/GerAA/GerBA)	1287
Roseicella sp. DB1501	1287
RNA Processing; RNA Processing; RNA processing and modification; ATP-dependent RNA helicases, bacterial; ATP-dependent RNA helicase VCA0061	1287
Iodidimonas nitroreducens	1287
Sphingomonas sp. OK281	1287
Geobacter sp.	1287
Metabolism; Amino Acids and Derivatives; Arginine; urea cycle, creatine, polyamines; Arginine succinyltransferase pathway; FIG008480: zinc-binding hydrolase	1287
Solihabitans fulvus	1287
Caulobacter sp. FWC2	1287
Ilyomonas limi	1287
Flavobacterium sp. 9R	1287
Dyadobacter jejuensis	1287
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Tetrapyrroles; Cobalamin synthesis, Precorin-2 to Cob(II)yrinate a,c diamide, aerobic; Precorrin-3B C(17)-methyltransferase (EC 2.1.1.131)	1287
Limnoglobus roseus	1287
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-16	1287
Curtobacterium sp. 9128	1287
Limimaricola hongkongensis	1287
Gammaproteobacteria bacterium 39-13	1287
Desulfovibrio ferrophilus	1287
Psychromonas sp. Urea-02u-13	1287
Clostridiales bacterium oral taxon 876	1287
Enterococcus gilvus	1287
Acinetobacter sp. CFCC 10889	1287
Mariprofundus ferrooxydans	1287
Exiguobacterium sp. SH0S2	1287
Myxococcales bacterium 68-20	1287
Pedobacter sp. B4-66	1287
Desulfovibrio sp. G11	1287
Pinibacter aurantiacus	1287
Shewanella indica	1287
Membrane Transport; Membrane Transport; Protein and nucleoprotein secretion system, Type IV; Type 4 secretion and conjugative transfer; IncF plasmid conjugative transfer pilus assembly protein TraK	1287
Acinetobacter sp. ANC 4654	1287
DNA Processing; DNA Processing; DNA repair; DNA repair, bacterial photolyase; Cryptochrome	1287
Paracnuella aquatica	1287
Desulfofustis sp.	1287
Rhodococcus sp. WAY2	1287
Acetobacter garciniae	1287
Leptolyngbya ectocarpi	1287
Chryseobacterium sp. G0162	1287
Acinetobacter sp. 72431	1287
Methylobacterium sp. E-065	1287
Prodigiosinella confusarubida	1287
Arthrobacter pigmenti	1287
Acinetobacter sp. ACIN00229	1287
Vibrio sp. A8-1	1287
Chitinophagaceae bacterium IBVUCB2	1287
Lactococcus formosensis	1287
Foetidibacter luteolus	1287
Caballeronia arationis	1287
Fluviicola sp.	1287
Bacteroidetes bacterium HGW-Bacteroidetes-20	1287
Arcticibacterium luteifluviistationis	1287
Regulation And Cell Signaling; Regulation and Cell signaling; ; Cyclic Di-GMP Turnover Proteins; Diguanylate cyclase (EC 2.7.7.65) => DgcE	1287
Rhodothermus marinus	1287
Pedobacter roseus	1287
Flavobacterium sp. IB48	1287
Flavisolibacter ginsengisoli	1287
Energy; Respiration; Electron donating reactions; Formate dehydrogenase; Formate dehydrogenase H (EC 1.2.1.2)	1287
Acinetobacter sp. YH16057	1287
Aquabacterium olei	1287
Paenibacillus psychroresistens	1287
Miscellaneous; Miscellaneous; Betaine, crotonobetaine, L-carnitine (trimethyl ammonium compounds); Carnitine metabolism and transport; Carnitine monooxygenase, oxygenase component CntA	1287
Acinetobacter kyonggiensis	1287
Spirosoma spitsbergense	1287
Membrane Transport; Membrane Transport; Multidrug efflux systems; Mycobacterial multidrug efflux systems implicated in AMR ; cAMP-binding MFS-type transporter with patatin-like domain Rv3239c family => implicated in rifampicin, ofloxacin efflux	1287
Staphylococcus felis	1287
Streptomyces sp. CFMR 7	1287
Pseudomonas antarctica	1287
Pseudomonas alloputida	1287
Burkholderiales bacterium RIFOXYC12_FULL_65_23	1287
Ilyobacter polytropus	1287
Acinetobacter sp. YH12227	1287
Acinetobacter sp. YH12073	1287
Gordonia sp. HS-NH1	1287
Shewanella psychropiezotolerans	1287
Paracoccus sp. M683	1287
Pseudomonas sp. 770NI	1287
Acinetobacter sp. RIFCSPHIGHO2_12_41_5	1287
Pontibacter mucosus	1287
Membrane Transport; Membrane Transport; Multidrug efflux systems; Tripartite multidrug efflux systems (of MFS type) in Gram-negative bacteria; Outer membrane component of tripartite multidrug resistance system	1287
Acinetobacter sp. KAM393	1287
Shewanella sp. ANA-3	1287
Aromatoleum bremense	1287
Paraburkholderia sp. C35	1287
Oceanobacter mangrovi	1287
Flavobacterium supellecticarium	1287
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds; Arsenic resistance; Flavin-dependent monooxygenase ArsO associated with arsenic resistance	1287
Aliarcobacter trophiarum	1287
Pseudomonas wenzhouensis	1287
Energy; Respiration; Electron accepting reactions; Trimethylamine-N-oxide operon; Trimethylamine-N-oxide reductase associated c-type cytochrome, TorC	1287
Spirosoma rhododendri	1287
Maribacter litoralis	1287
Streptomyces sp. NRRL S-118	1287
Pontibacter silvestris	1287
Gaiella occulta	1287
Alteromonadaceae bacterium 2753L.S.0a.02	1287
Haematospirillum sp. H1815	1287
Aureispira sp. CCB-QB1	1287
Pseudomonas sp. MF5691	1287
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds; Polymyxin resistance, lipid A modifications with 4-amino-4-deoxy-L-arabinose; UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13)	1287
Metabolism; Amino Acids and Derivatives; Proline and 4-hydroxyproline; Proline, 4-hydroxyproline uptake and utilization; Proline iminopeptidase	1287
Changchengzhania lutea	1287
Symbiopectobacterium sp. Dall1.0	1287
Mucilaginibacter gotjawali	1287
Tagabacteria bacterium CG10_big_fil_rev_8_21_14_0_10_40_13	1287
Epilithonimonas sp. JDS	1287
Massilia niastensis	1287
Epilithonimonas zeae	1287
Metabolism; Carbohydrates; Amino sugars and nucleotide sugars ; D-glucosaminate utilization; D-glucosaminate-6-phosphate ammonia-lyase	1287
Lysinibacillus sp. D4B1_S16	1287
Duganella violaceicalia	1287
Hahella sp. HN01	1287
Bacteriovoracaceae bacterium	1287
Chthoniobacterales bacterium	1287
Membrane Transport; Membrane Transport; Multidrug efflux systems; Multidrug Resistance, Tripartite Systems Found in Gram Negative Bacteria TEMP; Outer membrane component of tripartite multidrug resistance system	1287
Sporosarcina sp. ACRSL	1287
Geobacillus stearothermophilus	1287
Janthinobacterium sp. FT58W	1287
Chitinophaga varians	1287
Flavobacterium sp. F-65	1287
Conexibacter sp. SYSU D00693	1287
Pseudomonas sp. AFG_SD02_1510_Pfu_092	1287
Delftia sp. Cs1-4	1287
Metabolism; Secondary Metabolism; Metabolism of Aromatic Compounds; Phenylacetyl-CoA catabolic pathway (core); Phenylacetic acid degradation operon negative regulatory protein paaX	1287
Mycetohabitans sp. B4	1287
Korobacter versatilis	1287
Galbibacter mesophilus	1287
Chryseobacterium sp. FH2	1287
Comamonas phosphati	1287
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Tetrapyrroles; Chlorophyll Biosynthesis in plants and prokaryotes; Chlorophyll a synthase ChlG (EC 2.5.1.62)	1287
Rheinheimera hassiensis	1287
Sphingomonas hankyongi	1287
Sphingomonas leidyi	1287
Kaistella flava (ex Peng et al. 2021)	1287
Herpetosiphonaceae bacterium	1287
Brevibacterium gallinarum	1287
Membrane Transport; Membrane Transport; ABC transporters; Peptide ABC transport system Sap; Peptide transport system permease protein sapC (TC 3.A.1.5.5)	1287
Halomonas sulfidivorans	1287
Cell Envelope; Cell Envelope, Capsule and Slime layer; Gram-Negative (Diderm) cell wall components; Outer membrane; Outer membrane porin OmpC	1287
Sphingobium sp. IP1	1287
Mycoplasma sp. 2045	1287
Paenibacillus validus	1287
Hymenobacter sp. BRD67	1287
Nocardioides ungokensis	1287
Vibrio metoecus	1287
Glaciecola sp. MH2013	1287
Sphingobacterium sp. xlx-130	1287
Pseudoduganella albidiflava	1287
Scytonema sp. UIC 10036	1287
Cell Envelope; Cell Envelope, Capsule and Slime layer; Gram-Negative (Diderm) cell wall components; TonB-ExbBD energy transducing system; TonB-ExbBD energy transducing system, ExbD subunit	1287
Cell Envelope; Cell Envelope, Capsule and Slime layer; Gram-Negative (Diderm) cell wall components; Outer membrane; Outer membrane porin OmpN	1287
Massilia sp. YMA4	1287
Nocardioides sp. CF8	1287
Cell Envelope; Cell Envelope, Capsule and Slime layer; Gram-Negative (Diderm) cell wall components; Outer membrane; Outer membrane porin, OmpS	1287
Protofrankia californiensis	1287
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Tetrapyrroles; Chlorophyll a synthase and phytol kinase cluster; Chlorophyll a synthase ChlG (EC 2.5.1.62)	1287
Sphingobium sp. PNB	1287
Soonwooa buanensis	1287
Rubrivivax rivuli	1287
Massilia pinisoli	1287
Paraglaciecola polaris	1287
Microbacterium elymi	1287
Salicibibacter kimchii	1287
Alishewanella sp. HH-ZS	1287
Parachlamydiaceae bacterium	1287
Parvibaculum indicum	1287
Halomonas sp. SBBP1	1287
Estrella lausannensis	1287
Herbiconiux solani	1287
